GS,SG,slug,PS,FS,V,atleta_id,jogos,PP,FC,DE,G,media,pontos,I,FT,CV,posicao_id,variacao,A,FD,nome,DP,PC,clube_id,DS,FF,CA,clube_nome,preco,apelido,season,rodada,target,media_5,std_5,G_media_5,A_media_5,SG_media_5,DS_media_5,FF_media_5,FS_media_5,pred
,1.0,joao-victor,,,,140492,2,,2.0,,,2.95,0.0,,,,3,0.0,,,João Victor de Souza Cunha,,,262,1.0,,,FLA,3.51,João Victor,2025,38,0.0,0.24,0.5366563145999474,,,1.0,1.0,,,0.04493333333333335
,,joao-alves,,,,140494,0,,,,,0.0,0.0,,,,4,0.0,,,João Victor Alves Ferreira,,,262,,,,FLA,1.0,João Alves,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,tiaguinho,,,,140496,0,,,,,0.0,0.0,,,,4,0.0,,,Tiago Augusto Gonçalves,,,284,,,,GRE,1.0,Tiaguinho,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,ryan-francisco,,5.0,,140542,7,,4.0,,2.0,2.69,0.0,1.0,,,5,0.0,,,Ryan Francisco Rodrigues dos Santos Silva,,,276,,2.0,,SAO,3.62,Ryan Francisco,2025,38,0.0,0.0,0.0,2.0,,,,2.0,5.0,0.0
,,david-martins,,,,140726,0,,,,,0.0,0.0,,,,4,0.0,,,David Martins Almeida de Lira,,,265,,,,BAH,1.0,David Martins,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,davi-gomes,,4.0,,140906,6,,3.0,,1.0,2.23,0.0,,,,5,0.0,,1.0,Davi Gomes de Alvarenga,,,280,1.0,2.0,,RBB,2.64,Davi Gomes,2025,38,0.0,0.0,0.0,1.0,,,1.0,2.0,4.0,0.0
,,bruno-bertinato,,,,140908,0,,,,,0.0,0.0,,,,1,0.0,,,Bruno Oliveira Bertinato,,,2305,,,,MIR,2.0,Bruno Bertinato,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gustavo-felix,,,,141038,0,,,,,0.0,0.0,,,,1,0.0,,,Gustavo Henrique Felix da Silva,,,266,,,,FLU,1.0,Gustavo Felix,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,kaio-borges,,,,141039,0,,,,,0.0,0.0,,,,2,0.0,,,Kaio Borges Correa,,,266,,,,FLU,1.0,Kaio Borges,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,davi-schuindt,,1.0,,141040,2,,1.0,,,0.7,0.0,,,,3,0.0,,1.0,Davi Duarte Schuindt,,,266,,,,FLU,1.24,Davi Schuindt,2025,38,0.0,0.0,0.0,,,,,,1.0,0.0
,,kaua-branco,,,,141084,0,,,,,0.0,0.0,,,,3,0.0,,,Kauã Oliveira Branco,,,263,,,,BOT,1.0,Kauã Branco,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,robert,,,,141125,0,,,,,0.0,0.0,,,,1,0.0,,,Robert Pinto Alves Assunção,,,282,,,,CAM,1.0,Robert,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,vitao,,,,141131,0,,,,,0.0,0.0,,,,3,0.0,,,Vitor Fernandes Chaves Teixeira,,,282,,,,CAM,1.0,Vitão,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,ze-phelipe,,,,141138,0,,,,,0.0,0.0,,,,4,0.0,,,José Phelipe dos Santos Dutra,,,282,,,,CAM,1.0,Zé Phelipe,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,mateus-iseppe,,1.0,,141139,1,,,,,2.0,0.0,,,,4,0.0,,,Mateus José Iseppe,,,282,1.0,,,CAM,2.53,Mateus Iseppe,2025,38,0.0,0.0,0.0,,,,1.0,,1.0,0.0
,,davi,,,,141145,0,,,,,0.0,0.0,,,,1,0.0,,,Davi Medeiros Serrano Lira,,,292,,,,SPT,2.0,Davi,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,rafinha,,,,141150,1,,1.0,,,4.2,4.2,,,,3,1.51,,,Rafael Lima da Silva,,,292,3.0,,,SPT,2.51,Rafinha,2025,38,4.2,0.8400000000000001,1.8782971010998235,,,,3.0,,,0.9187777777777781
,,felipinho,,,,141151,0,,,,,0.0,0.0,,,,2,0.0,,,Felipe Gabriel dos Santos Silva,,,292,,,,SPT,3.0,Felipinho,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,riquelme,,,,141153,1,,,,,0.0,0.0,,,,3,0.0,,,Riquelme Felipe da Silva de Oliveira,,,292,,,,SPT,0.91,Riquelme,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,felype-gabriel,,,,141154,0,,,,,0.0,0.0,,,,3,0.0,,,Felype Gabriel Alencar Carvalho,,,292,,,,SPT,1.0,Felype Gabriel,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,adriel,,,,141156,4,,7.0,,,0.92,0.0,,,,4,0.0,,,Adriel Gomes do Nascimento,,,292,4.0,1.0,1.0,SPT,1.51,Adriel,2025,38,0.0,0.56,1.2817956155331474,,,,2.4,1.0,,1.6983944444444403
,,breno,,,,141158,0,,,,,0.0,0.0,,,,4,0.0,,,Breno José da Silva Santos,,,292,,,,SPT,2.0,Breno,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,ze-lucas,,25.0,,141160,23,,29.0,,,2.81,0.0,2.0,,,4,0.0,,4.0,José Lucas Gomes da Silva,,,292,36.0,8.0,4.0,SPT,5.05,Zé Lucas,2025,38,0.0,0.0,0.0,,,,36.0,8.0,25.0,0.0
,,gago,,,,141161,0,,,,,0.0,0.0,,,,4,0.0,,,Luiz Henrique Duarte Batista,,,292,,,,SPT,1.0,Gago,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,jefinho,,1.0,,141162,1,,,,,2.8,0.0,,,,4,0.0,,,Jefferson Borges do Nascimento,,,292,1.0,1.0,,SPT,1.99,Jefinho,2025,38,0.0,0.0,0.0,,,,1.0,1.0,1.0,0.0
,,kayke-queiroz,,1.0,,141401,2,,2.0,,,0.7,0.0,1.0,,,5,0.0,,,Kayke Gouvêa Queiroz,,,356,,2.0,,FOR,2.85,Kayke Queiroz,2025,38,0.0,0.0,0.0,,,,,2.0,1.0,0.0
,,avellar,,,,141405,0,,,,,0.0,0.0,,,,2,0.0,,,Riquelme Avellar da Silva Fortes,,,267,,,,VAS,1.0,Avellar,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,fredi-lippert,,1.0,,141419,1,,1.0,,,1.7,0.0,,,,3,0.0,,,Frederico Lippert Neto Gomes,,,265,1.0,,,BAH,1.5,Fredi Lippert,2025,38,0.0,0.0,0.0,,,,1.0,,1.0,0.0
,,gustavo-cintra,,,,141433,0,,,,,0.0,0.0,,,,3,0.0,,,Gustavo Cintra Rocha,,,266,,,,FLU,1.0,Gustavo Cintra,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,allan,,12.0,,141451,24,,10.0,,1.0,3.35,2.0,1.0,1.0,1.0,4,-0.08,3.0,7.0,Allan Andrade Elias,,,275,27.0,7.0,,PAL,4.96,Allan,2025,38,2.0,0.78,1.0686440005914055,1.0,3.0,,26.0,6.2,11.8,0.9703333333333326
,,atencio,,6.0,,141453,18,,5.0,,,0.94,0.0,,1.0,,4,0.0,,6.0,Rodrigo Uriel Atencio,,,292,1.0,6.0,1.0,SPT,3.01,Atencio,2025,38,0.0,0.0,0.0,,,,1.0,6.0,6.0,0.0
,,bernardo-jacob,,,,141465,0,,,,,0.0,0.0,,,,4,0.0,,,Bernardo Jacob Ferreira,,,285,,,,INT,1.0,Bernardo Jacob,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,pablo,,1.0,,141467,1,,2.0,,,1.4,0.0,,,,2,0.0,,,Pablo Pereira da Costa,,,285,1.0,,,INT,1.44,Pablo,2025,38,0.0,0.0,0.0,,,,1.0,,1.0,0.0
,,lucca-prior,,13.0,,141526,11,,12.0,,2.0,3.41,0.0,2.0,,,4,0.0,,2.0,Lucca Prior Pimenta,,,356,10.0,3.0,1.0,FOR,3.93,Lucca Prior,2025,38,0.0,0.0,0.0,2.0,,,10.0,3.0,13.0,0.0
,,indio,,,,141551,0,,,,,0.0,0.0,,,,4,0.0,,,Hendel dos Santos Nascimento,,,282,,,,CAM,1.0,Índio,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gabriel-mec,,,,141595,0,,,,,0.0,0.0,,,,5,0.0,,,Gabriel Ferreira de Carvalho,,,284,,,,GRE,2.0,Gabriel Mec,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,lucca,,11.0,,141609,8,,9.0,,,1.24,1.2,1.0,,,5,0.13,,,Lucca Marques Alencar,,,276,5.0,1.0,1.0,SAO,1.67,Lucca,2025,38,1.2,1.4600000000000002,1.7629520696831211,,,,4.0,1.0,8.2,1.4522222222222214
,,joao-pedro,,,,141610,0,,,,,0.0,0.0,,,,1,0.0,,,João Pedro Pantiga Gomes,,,276,,,,SAO,1.0,João Pedro,2025,38,0.0,0.0,0.0,,,,,,,0.0
,3.0,maik,,7.0,,141611,9,,10.0,,2.0,7.69,0.0,,,,2,0.0,2.0,,Maik Gomes Viegas,,,276,20.0,1.0,3.0,SAO,10.35,Maik,2025,38,0.0,4.74,7.059603388293142,1.4,2.0,2.4,17.6,1.0,5.4,4.707333333333336
,,paulinho,,,,141614,3,,1.0,,,0.4,1.5,,,,5,0.31,,,Paulo Sérgio Venuto Bezerra,,,276,1.0,,,SAO,1.02,Paulinho,2025,38,1.5,0.24,0.7162401831787993,,,,1.0,,,0.44399999999999995
,,pedro-ferreira,,,,141615,2,,,,,0.0,0.0,,,,4,-0.11,,,Pedro Henrique Ferreira da Silva,,,276,,,,SAO,0.79,Pedro Ferreira,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,pedro-fachinetti,,,,141626,0,,,,,0.0,0.0,,,,3,0.0,,,Pedro Francisco Fachinetti dos Santos,,,262,,,,FLA,1.0,Pedro Fachinetti,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,lucas-vieira,,,,141627,0,,,,,0.0,0.0,,,,4,0.0,,,Lucas Vieira dos Santos,,,262,,,,FLA,1.0,Lucas Vieira,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,pablo-lucio,,,,141628,0,,,,,0.0,0.0,,,,4,0.0,,,Pablo Lúcio,,,262,,,,FLA,1.0,Pablo Lúcio,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,fernando-costa,,,,141643,0,,,,,0.0,0.0,,,,1,0.0,,,Fernando Henrique Pires Costa,,,280,,,,RBB,1.0,Fernando Costa,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,zappelini,,,,141751,0,,,,,0.0,0.0,,,,4,0.0,,,Cauã Zappelini Joaquim,,,263,,,,BOT,1.0,Zappelini,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gabriel-bontempo,,19.0,,141754,25,,11.0,,2.0,2.78,0.0,,,,4,-0.12,1.0,1.0,Gabriel Morais Silva Bontempo,,,277,26.0,4.0,1.0,SAN,5.21,Gabriel Bontempo,2025,38,0.0,0.54,1.2074767078498874,2.0,1.0,,25.8,4.0,19.0,0.21100000000000005
,11.0,fabiano-souza,,40.0,,141763,31,,45.0,,,3.92,0.0,,1.0,,2,0.0,,2.0,Fabiano Josué de Souza Silva,,,354,38.0,6.0,7.0,CEA,6.61,Fabiano Souza,2025,38,0.0,2.0200000000000005,2.1993180761317834,,,11.0,37.0,6.0,39.6,2.157999999999999
,,athyrson,,,,141771,0,,,,,0.0,0.0,,,,5,0.0,,,Athyrson Ferreira Prates,,,280,,,,RBB,1.0,Athyrson,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gustavo-henrique,,,,141776,0,,,,,0.0,0.0,,,,4,0.0,,,Gustavo Henrique Pereira,,,277,,,,SAN,1.0,Gustavo Henrique,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,kauan,,,,141795,0,,,,,0.0,0.0,,,,3,0.0,,,Kauan Santos Neves Coutinho,,,287,,,,VIT,1.0,Kauan,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,guilherme,,5.0,,141806,6,,6.0,,,1.53,0.0,,,,5,0.0,,1.0,Guilherme Luiz Oliveira da Silva,,,354,5.0,1.0,1.0,CEA,2.75,Guilherme,2025,38,0.0,0.0,0.0,,,,5.0,1.0,5.0,0.0
,,vinicius-lira,,,,141868,0,,,,,0.0,0.0,,,,2,0.0,,,Vinicius Rodrigues Lira,,,277,,,,SAN,3.0,Vinicius Lira,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,jacare,,,,141873,0,,,,,0.0,0.0,,,,2,0.0,,,João Vitor Barros Silva,,,264,,,,COR,1.0,Jacaré,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,dede,,,,141874,0,,,,,0.0,0.0,,,,4,0.0,,,Josenildo José dos Santos Neto,,,292,,,,SPT,1.0,Dedé,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,dieguinho,,10.0,,141995,13,,2.0,,,1.85,3.5,,,,4,0.02,1.0,2.0,Diego da Cruz Lopes,,,264,6.0,4.0,,COR,2.5,Dieguinho,2025,38,3.5,2.6399999999999997,2.5145576151681235,,1.0,,3.8,3.4,7.6,2.8976666666666713
,3.0,joao-silva,,3.0,,141996,14,,11.0,,,2.12,0.0,1.0,,,3,-0.18,,2.0,João Pedro Eira Antunes da Silva,,,292,9.0,2.0,1.0,SPT,3.84,João Silva,2025,38,0.0,0.0,0.0,,,3.0,9.0,2.0,3.0,0.0
,,amuzu,,22.0,,142004,21,,9.0,,3.0,3.5,0.0,3.0,,,5,-1.91,2.0,11.0,Francis Amuzu,,,284,5.0,17.0,3.0,GRE,5.04,Amuzu,2025,38,0.0,2.7399999999999998,6.126826258349423,3.0,2.0,,5.0,16.2,21.2,1.600333333333332
,,gabriel-silva,,,,142047,0,,,,,0.0,0.0,,,,3,0.0,,,Gabriel Silva Rocha,,,354,,,,CEA,1.0,Gabriel Silva,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,bruno-alves,,,,142049,0,,,,,0.0,0.0,,,,3,0.0,,,Bruno Ferreira Alves,,,283,,,,CRU,1.0,Bruno Alves,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,kauan-toledo,,2.0,,142086,2,,2.0,,,2.2,4.2,,,,5,1.09,1.0,,Kauan Almeida Toledo,,,263,,,1.0,BOT,2.07,Kauan Toledo,2025,38,4.2,0.8800000000000001,1.8579558659989748,,1.0,,,,1.5,1.4153444444444438
,,marcelo-eraclito,,,,142130,0,,,,,0.0,0.0,,,,1,0.0,,,Marcelo Eráclito de Souza Filho,,,283,,,,CRU,1.0,Marcelo Eráclito,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,luis-eduardo,,,,142257,0,,,,,0.0,0.0,,,,3,0.0,,,Luis Eduardo Guedes de Souza,,,284,,,,GRE,2.0,Luis Eduardo,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,jeferson,,,,142261,0,,,,,0.0,0.0,,,,5,0.0,,,Jeferson Borges dos Santos,,,284,,,,GRE,1.0,Jeferson,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,dell,,,,142265,0,,,,,0.0,0.0,,,,5,0.0,,,Wendeson Wanderley Santos de Melo,,,265,,,,BAH,1.0,Dell,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,ze-henrique,,,,142268,0,,,,,0.0,0.0,,,,1,0.0,,,José Henrique Camargo,,,286,,,,JUV,1.0,Zé Henrique,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,nuno-moreira,,38.0,,142279,33,,19.0,,7.0,4.26,0.0,7.0,,,5,0.0,4.0,10.0,Nuno Gonçalo Rocha Moreira,,,267,25.0,8.0,4.0,VAS,7.27,Nuno Moreira,2025,38,0.0,2.12,4.330357952871796,6.6,4.0,,24.6,7.8,36.8,2.289333333333333
,,wanderson-papaterra,,,,142445,0,,,,,0.0,0.0,,,,4,0.0,,,Wanderson Papaterra Matos,,,287,,,,VIT,2.0,Wanderson Papaterra,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,barrera,,8.0,,142484,5,,3.0,,1.0,3.32,2.9,,1.0,,4,-0.16,,1.0,Jordan Andrés Barrera Herrera,,,263,1.0,1.0,1.0,BOT,5.39,Barrera,2025,38,2.9,3.22,3.9650977289343072,1.0,,,1.0,1.0,4.4,4.036933333333334
,,wanderson,,,,142641,0,,,,,0.0,0.0,,,,2,0.0,,,Wanderson Júnior de Souza Vaz,,,262,,,,FLA,1.0,Wanderson,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,robinho-jr,,5.0,,142867,14,,3.0,,,1.3,1.5,,1.0,,5,0.07,,3.0,Robson de Souza Júnior,,,277,5.0,3.0,,SAN,2.29,Robinho Jr.,2025,38,1.5,1.06,1.092245393673052,,,,4.2,3.0,4.8,1.0457777777777788
,,johnny,,,,142868,0,,,,,0.0,0.0,,,,3,0.0,,,Johnny Monteiro Góes,,,262,,,,FLA,1.0,Johnny,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,montoro,,13.0,,142890,14,,8.0,,2.0,4.9,10.3,,1.0,,4,1.44,3.0,4.0,Álvaro Montoro,,,263,17.0,4.0,3.0,BOT,9.43,Montoro,2025,38,10.3,3.4,4.3468379311863,1.2,2.6,,16.0,3.2,12.4,7.157366666666664
,,salvador,,,,143040,0,,,,,0.0,0.0,,,,1,0.0,,,Eduardo Salvador Correia,,,356,,,,FOR,1.0,Salvador,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gabriel-abdias,,,,143072,0,,,,,0.0,0.0,,,,2,0.0,,,Gabriel da Silva Abdias,,,263,,,,BOT,1.0,Gabriel Abdias,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,martin-palermo,,,6.0,143194,14,,,,,5.34,3.19,,,,6,-0.42,,,Martín Palermo,,,356,,,,FOR,10.09,Martín Palermo,2025,38,3.19,3.1879999999999997,3.275251135409313,,,,,,,3.2561333333333304
,,wendell,,2.0,,143253,1,,,,,2.5,0.0,,,,5,0.0,,,Wendell dos Santos Sacramento,,,287,1.0,,,VIT,1.83,Wendell,2025,38,0.0,0.0,0.0,,,,1.0,,2.0,0.0
,,kauan-vitor,,,,143255,0,,,,,0.0,0.0,,,,5,0.0,,,Kauan Vitor Silva Ferreira de Melo,,,287,,,,VIT,1.0,Kauan Vitor,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,joshua,,,,143295,0,,,,,0.0,0.0,,,,4,0.0,,,Caio Joshua Lana de Andrade,,,262,,,,FLA,2.0,Joshua,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,murilo-rhikman,,,,143350,2,,,,,0.0,0.0,,,,4,-0.11,,,Murilo Rhikman Alves Pimentel,,,283,,,,CRU,0.8,Murilo Rhikman,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,leo-jance,,,,143377,0,,,,,0.0,0.0,,,,2,0.0,,,Leonardo de Oliveira Jance,,,266,,,,FLU,1.0,Léo Jance,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gabriel-caipira,,,,143452,0,,,,,0.0,0.0,,,,2,0.0,,,Gabriel Henrique Soares da Silva,,,264,,,,COR,1.0,Gabriel Caipira,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,vagno,,,,143460,0,,,,,0.0,0.0,,,,2,0.0,,,Vagno de Sousa Brito Júnior,,,266,,,,FLU,1.0,Vagno,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,wesley-nata,,,,143463,0,,,,,0.0,0.0,,,,5,0.0,,,Wesley Natã de Freitas Prado,,,266,,,,FLU,1.0,Wesley Natã,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,raykkonen,,1.0,,143488,6,,3.0,,,0.13,0.0,,,,5,0.0,,1.0,Raykkonen Pereira Soares,,,285,,,,INT,0.65,Raykkonen,2025,38,0.0,0.0,0.0,,,,,,1.0,0.0
,3.0,kaua-moraes,,6.0,,143600,5,,5.0,,,4.2,0.0,,,,2,0.0,,,Kauã Moraes Silva,,,283,3.0,,,CRU,6.05,Kauã Moraes,2025,38,0.0,-0.06,0.13416407864997656,,,3.0,3.0,,6.0,-0.15811666666666638
,,kaique-pereira,,,,144015,0,,,,,0.0,0.0,,,,2,0.0,,,Kaique da Silva Júlio Pereira,,,263,,,,BOT,1.0,Kaique Pereira,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,joao-alencar,,,,144255,0,,,,,0.0,0.0,,,,3,0.0,,,João Alencar Santos Paes da Costa,,,277,,,,SAN,1.0,João Alencar,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,padula,,,,144417,0,,,,,0.0,0.0,,,,5,0.0,,,Pedro Padula Tobias de Aguiar,,,277,,,,SAN,1.0,Padula,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,vitor-lamounier,,,,144424,0,,,,,0.0,0.0,,,,1,0.0,,,Vitor Lamounier Rego,,,283,,,,CRU,1.0,Vitor Lamounier,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,lucas-emanoel,,,,144561,0,,,,,0.0,0.0,,,,4,0.0,,,Lucas Emanoel de Abreu dos Reis,,,356,,,,FOR,1.0,Lucas Emanoel,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,lucas-lohan,,,,145000,0,,,,,0.0,0.0,,,,4,0.0,,,Lucas Lohan dos Santos Verediana,,,287,,,,VIT,1.0,Lucas Lohan,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,ruben-rodrigues,,1.0,,145099,4,,,,,1.18,0.0,,,,4,0.0,,1.0,Rúben da Rocha Rodrigues,,,287,2.0,,,VIT,4.53,Rúben Rodrigues,2025,38,0.0,0.0,0.0,,,,2.0,,1.0,0.0
,,davide-ancelotti,,,11.0,145269,24,,,,,5.79,6.77,,,,6,0.42,,,Davide Ancelotti,,,263,,,,BOT,11.31,Davide Ancelotti,2025,38,6.77,4.212,2.8948091474223285,,,,,,,4.0276999999999985
,,kaue-furquim,,2.0,,145379,1,,1.0,,,0.7,0.0,,,,5,0.0,,,Kauê Junior Furquim da Silva,,,265,,,,BAH,1.17,Kauê Furquim,2025,38,0.0,0.0,0.0,,,,,,2.0,0.0
,,ruben-ismael,,,,145387,1,,,,,0.0,0.0,,,,4,0.0,,,Rúben Ismael Valente Ramos,,,287,,,,VIT,4.56,Rúben Ismael,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,breno-vereza,,,,145396,0,,,,,0.0,0.0,,,,2,0.0,,,Breno Vereza da Silva,,,267,,,,VAS,1.0,Breno Vereza,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,caue,,,,145400,2,,,,,3.25,0.0,,,,2,0.0,1.0,,Cauê Nascimento Santos,,,280,1.0,,,RBB,2.92,Cauê,2025,38,0.0,0.0,0.0,,1.0,,1.0,,,0.0
,,arthur,,,,145404,0,,,,,0.0,0.0,,,,2,0.0,,,Arthur Gabriel Santana Marcolino,,,275,,,,PAL,1.0,Arthur,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,caua-berrio,,,,145412,0,,,,,0.0,0.0,,,,2,0.0,,,Cauã Alves de Mattos,,,292,,,,SPT,1.0,Cauã Berrío,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,rafael-coutinho,,,,145413,0,,,,,0.0,0.0,,,,4,0.0,,,Rafael Barbosa Coutinho,,,275,,,,PAL,1.0,Rafael Coutinho,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,bele,,,,145436,1,,,,,0.0,0.0,,,,4,-0.2,,,Erick Machado Belé,,,275,,,,PAL,1.8,Belé,2025,38,0.0,0.0,0.0,,,,,,,0.0
,1.0,paulo-roberto,,,,145510,2,,7.0,,,5.2,0.0,,,,2,0.0,,,Paulo Roberto dos Santos Almeida,,,287,5.0,,,VIT,4.13,Paulo Roberto,2025,38,0.0,0.0,0.0,,,1.0,5.0,,,0.0
,,loiola,,,,145560,0,,,,,0.0,0.0,,,,3,0.0,,,João Victor Loiola Santos,,,266,,,,FLU,1.0,Loiola,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,joao-ananias,,,,145563,0,,,,,0.0,0.0,,,,3,0.0,,,João Paulo Ananias Bento,,,277,,,,SAN,1.0,João Ananias,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,samuel-barreto,,,,145602,0,,,,,0.0,0.0,,,,2,0.0,,,Samuel Barreto dos Santos,,,354,,,,CEA,2.0,Samuel Barreto,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,luiz-sa,,,,145612,0,,,,,0.0,0.0,,,,1,0.0,,,Luiz Felipe Vieira Santana de Sá,,,275,,,,PAL,1.0,Luiz Sá,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,bernardo,,,,145647,1,,1.0,,,2.7,2.7,,,,3,0.94,,,Bernardo Tichz Toffolo,,,286,2.0,,,JUV,1.94,Bernardo,2025,38,2.7,0.54,1.2074767078498865,,,,2.0,,,1.188150793650792
,,cristovam,,,,145648,0,,,,,0.0,0.0,,,,3,0.0,,,Guilherme Cristovam dos Santos,,,356,,,,FOR,1.0,Cristovam,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,nicolas,,2.0,,145659,1,,1.0,,,6.0,0.0,,,,2,0.0,,,Nicolas Bosshardt,,,276,3.0,1.0,,SAO,3.23,Nicolas,2025,38,0.0,1.2,2.6832815729997477,,,,3.0,1.0,2.0,2.714777777777778
,,luiz-felipe,,,,145660,0,,,,,0.0,0.0,,,,2,0.0,,,Luiz Felipe de Morais Francisco,,,285,,,,INT,1.0,Luiz Felipe,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,douglas-telles,,,,145705,0,,,,,0.0,0.0,,,,5,0.0,,,Douglas Costa Telles,,,262,,,,FLA,1.0,Douglas Telles,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,andre,,8.0,,145744,9,,8.0,,2.0,3.29,2.0,,,,4,-0.9,,,André Luiz Santos Dias,,,264,8.0,,,COR,3.64,André,2025,38,2.0,3.3600000000000003,3.542315626818141,1.4,,,6.2,,6.0,1.9816666666666658
,,victor-hugo,,,,145750,1,,2.0,,,2.1,0.0,,,,2,0.0,,1.0,Victor Hugo Viana da Silva,,,292,1.0,,,SPT,1.71,Victor Hugo,2025,38,0.0,0.0,0.0,,,,1.0,,,0.0
,,lyan,,,,146303,0,,,,,0.0,0.0,,,,5,0.0,,,Lyan Araujo Santos,,,265,,,,BAH,1.0,Lyan,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,gilberto,,,,146374,0,,,,,0.0,0.0,,,,2,0.0,,,Gilberto Junior Leite dos Santos,,,275,,,,PAL,1.0,Gilberto,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,kadir,,2.0,,146375,4,,3.0,,,1.15,0.0,,,,5,0.0,,,José Kadir Barría Rose,,,263,3.0,,,BOT,1.49,Kadir,2025,38,0.0,0.8800000000000001,1.3971399357258385,,,,2.75,,1.8,0.39766666666666683
,,diego-minete,,,,146400,0,,,,,0.0,0.0,,,,5,0.0,,,Diego Campos Minete,,,267,,,,VAS,1.0,Diego Minete,2025,38,0.0,0.0,0.0,,,,,,,0.0
,1.0,marquinhos,,,,146410,1,,,,,5.0,0.0,,,,3,0.0,,,Marcos Felipe Vinagre Souza,,,263,,,,BOT,2.84,Marquinhos,2025,38,0.0,0.0,0.0,,,1.0,,,,0.0
,,justino,,,,146430,0,,,,,0.0,0.0,,,,3,0.0,,,Gabriel Pereira Justino,,,263,,,,BOT,1.0,Justino,2025,38,0.0,0.0,0.0,,,,,,,0.0
,,mosquito,,,,146577,0,,,,,0.0,0.0,,,,5,0.0,,,Wallysson Breno Freitas da Silva,,,282,,,,CAM,1.0,Mosquito,2025,38,0.0,0.0,0.0,,,,,,,0.0
